principio_activo,nombre_comercial,potencia,potencia_valor,potencia_unidad,contenido,presentación,laboratorio
Ciprofloxacina + Hidrocortisona,Ciriax Otic,nan,,nan,5,Gotas Oticas,Roemmers
Ciprofloxacina + Hidrocortisona,Otex Hc,nan,,nan,5,Gotas Oticas,Lersan
Ciprofloxacina + Hidrocortisona,Oto Biotaer,nan,,nan,5,Gotas Oticas,Investi
Ciprofloxacina + Hidrocortisona,Otosporin C,nan,,nan,5,Gotas Oticas,Investi
Ciproheptadina + Calcio + Asoc.,Ciprovit Calcico,nan,,nan,60,Comprimidos,Beta
Ciproheptadina + Calcio + Asoc.,Ciprovit Calcico,nan,,nan,150,Jarabe/Tonico,Beta
Ciproheptadina + Vit. + Asoc.,Ciprovit Magnesico,nan,,nan,20,Granulado,Beta
Cistina + Asoc.,Aminoterapia,nan,,nan,90,Comprimidos,Raymos
Cistina + Asoc.,Aminoterapia,nan,,nan,30,Sobres,Raymos
Cistina + Asoc.,Aminoterapia,nan,,nan,30,Comprimidos,Raymos
Cistina + Asoc.,Cistina B6,nan,,nan,30,Comprimidos,Szama
Cistina + Asoc.,Cistina B6,nan,,nan,60,Comprimidos,Szama
Cistina + Asoc.,Lohp 500,500 Mg,500.0,Mg,30,Comprimidos,Hlb Pharma
Cistina + Asoc.,Lohp 500,500 Mg,500.0,Mg,60,Comprimidos,Hlb Pharma
Cistina + Asoc.,Lohp 500,500 Mg,500.0,Mg,90,Comprimidos,Hlb Pharma
Cistina + Asoc.,Megaplus,nan,,nan,30,Sobres,Investi
Cistina + Asoc.,Megaplus Bc,nan,,nan,75,Granulado,Investi
Citalopram,Citta,20 Mg,20.0,Mg,14,Comprimidos,Eurofarma
Citalopram,Citta,20 Mg,20.0,Mg,28,Comprimidos,Eurofarma
Citalopram,Humorap,20 Mg,20.0,Mg,28,Comprimidos,Bago
Citalopram,Humorap,40 Mg,40.0,Mg,28,Comprimidos,Bago
Citalopram,Lenepal,20 Mg,20.0,Mg,30,Comprimidos,Lepetit
Citalopram,Lopradep,20 Mg,20.0,Mg,28,Comprimidos,Biotechno Pharma
Citalopram,Psiconor,20 Mg,20.0,Mg,15,Comprimidos,Teva Argentina (Ex Ivax Arg)
Citalopram,Psiconor,20 Mg,20.0,Mg,30,Comprimidos,Teva Argentina (Ex Ivax Arg)
Citalopram,Seropram,20 Mg,20.0,Mg,28,Comprimidos,Lundbeck
Citalopram,Zentius,20 Mg,20.0,Mg,30,Comprimidos,Roemmers
Citicolina,Reagin,250 Mg,250.0,Mg,20,Comprimidos,Baliarda
Citicolina,Reagin,250 Mg,250.0,Mg,30,Comprimidos,Baliarda
Citicolina,Reagin,500 Mg,500.0,Mg,20,Comprimidos,Baliarda
Citicolina,Reagin,nan,,nan,30,Gotas,Baliarda
Citicolina,Reagin 1 Unidad,1000 Mg,1000.0,Mg,4,Ampolla,Baliarda
Citicolina,Reagin 3 Unidades,500 Mg,500.0,Mg,3,Ampolla,Baliarda
Citicolina + Dihidroergotoxina,Complegel Vascular,nan,,nan,30,Comprimidos,Roemmers
Citicolina + Dihidroergotoxina,Reagin Vascular,250 Mg,250.0,Mg,20,Comprimidos,Baliarda
Citicolina + Dihidroergotoxina,Reagin Vascular,nan,,nan,20,Comprimidos,Baliarda
Citicolina + Dihidroergotoxina,Reagin Vascular,nan,,nan,30,Comprimidos,Baliarda
Claritromicina,Aeroxina,250 Mg,250.0,Mg,60,Solucion/Suspension Oral,Elea - Phoenix
Claritromicina,Aeroxina,500 Mg,500.0,Mg,16,Comprimidos,Elea - Phoenix
Claritromicina,Aeroxina Ud,500 Mg,500.0,Mg,5,Comprimidos,Elea - Phoenix
Claritromicina,Aeroxina Ud,500 Mg,500.0,Mg,10,Comprimidos,Elea - Phoenix
Claritromicina,Aeroxina Ud,500 Mg,500.0,Mg,8,Comprimidos,Elea - Phoenix
Claritromicina,Claribiotic,500 Mg,500.0,Mg,16,Comprimidos,Baliarda
Claritromicina,Claribiotic Ud,500 Mg,500.0,Mg,4,Comprimidos,Baliarda
Claritromicina,Claribiotic Ud,500 Mg,500.0,Mg,8,Comprimidos,Baliarda
Claritromicina,Claricina,125 Mg,125.0,Mg,60,Jarabe/Tonico,Lafedar
Claritromicina,Claricina,250 Mg,250.0,Mg,60,Jarabe/Tonico,Lafedar
Claritromicina,Claricina,500 Mg,500.0,Mg,8,Comprimidos,Lafedar
Claritromicina,Claricina,500 Mg,500.0,Mg,16,Comprimidos,Lafedar
Claritromicina,Clarimax,125 Mg,125.0,Mg,60,Suspension,Montpellier
Claritromicina,Clarimax,250 Mg,250.0,Mg,60,Suspension,Montpellier
Claritromicina,Clarimax,500 Mg,500.0,Mg,8,Comprimidos,Montpellier
Claritromicina,Clarimax,500 Mg,500.0,Mg,16,Comprimidos,Montpellier
Claritromicina,Clarimax Ud,500 Mg,500.0,Mg,4,Comprimidos,Montpellier
Claritromicina,Clarimax Ud,500 Mg,500.0,Mg,8,Comprimidos,Montpellier
Claritromicina,Clarimax Ud Ap,1000 Mg,1000.0,Mg,7,Comprimidos,Montpellier
Claritromicina,Clarimax Ud Ap,1000 Mg,1000.0,Mg,14,Comprimidos,Montpellier
Claritromicina,Claritrolabsa,500 Mg,500.0,Mg,16,Comprimidos,Labsa
Claritromicina,Claritrom,500 Mg,500.0,Mg,16,Comprimidos,Trb-Pharma
Claritromicina,Claritromicina Fabra,500 Mg,500.0,Mg,16,Comprimidos,Fabra
Claritromicina,Claritromicina Hlb,125 Mg,125.0,Mg,90,Suspension,Hlb Pharma
Claritromicina,Claritromicina Hlb,250 Mg,250.0,Mg,90,Suspension,Hlb Pharma
Claritromicina,Claritromicina Hlb,500 Mg,500.0,Mg,8,Comprimidos,Hlb Pharma
Claritromicina,Claritromicina Hlb,500 Mg,500.0,Mg,16,Comprimidos,Hlb Pharma
Claritromicina,Claritromicina Nexo,125 Mg,125.0,Mg,60,Suspension,Nexo Pharmaceuti
Claritromicina,Claritromicina Nexo,250 Mg,250.0,Mg,60,Suspension,Nexo Pharmaceuti
Claritromicina,Claritromicina Nexo,500 Mg,500.0,Mg,8,Comprimidos,Nexo Pharmaceuti
Claritromicina,Claritromicina Nexo,500 Mg,500.0,Mg,16,Comprimidos,Nexo Pharmaceuti
Claritromicina,Claritromicina Richet,250 Mg,250.0,Mg,60,Solucion/Suspension Oral,Richet
Claritromicina,Claritromicina Richet,500 Mg,500.0,Mg,8,Comprimidos,Richet
Claritromicina,Claritromicina Richet,500 Mg,500.0,Mg,16,Comprimidos,Richet
Claritromicina,Claritromicina Richet Ud,500 Mg,500.0,Mg,8,Comprimidos,Richet
Claritromicina,Claritromicina Vannier,500 Mg,500.0,Mg,16,Comprimidos,Vannier
Claritromicina,Clarovil,500 Mg,500.0,Mg,16,Comprimidos,Beta
Claritromicina,Clarovil,500 Mg,500.0,Mg,8,Comprimidos,Beta
Claritromicina,Clarovil Ud,500 Mg,500.0,Mg,4,Comprimidos,Beta
Claritromicina,Clarovil Ud,500 Mg,500.0,Mg,8,Comprimidos,Beta
Claritromicina,Clasid,125 Mg,125.0,Mg,60,Polvo,Sidus
Claritromicina,Clasid,250 Mg,250.0,Mg,60,Polvo,Sidus
Claritromicina,Clasid,500 Mg,500.0,Mg,16,Comprimidos,Sidus
Claritromicina,Clasid,500 Mg,500.0,Mg,8,Comprimidos,Sidus
Claritromicina,Corixa,125 Mg,125.0,Mg,60,Jarabe/Tonico,Biotenk
Claritromicina,Corixa,250 Mg,250.0,Mg,60,Jarabe/Tonico,Biotenk
Claritromicina,Corixa,500 Mg,500.0,Mg,8,Comprimidos,Biotenk
